right Sync information: global sync logger time 09:40:28.743 equals 1000
70: 9 1 1 8 5 1 1 2 1 1 1 1 1 1 6 1 |3 1 9 1 4 4 1 1 1 1 1 1 3 1 11 1 |1 1 9 1 1 9 15 7 2 1 1 5 1 1 1 2 |1 1 1 5 1 5 2 1 10 1 1 1 10 8 1 11 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |
81: 9 1 1 8 5 1 1 2 1 1 1 1 1 1 6 1 |3 1 9 1 4 4 1 1 1 1 1 1 3 1 11 1 |1 1 9 1 1 9 15 7 2 1 1 5 1 1 1 2 |1 1 1 5 1 5 2 1 10 1 1 1 10 8 1 11 |1 9 1 1 5 7 8 1 1 1 1 1 1 1 11 1 |1 1 4 1 5 10 1 1 1 1 14 1 1 1 1 1 |1 10 9 1 1 1 1 4 1 1 1 11 1 3 1 8 |1 1 9 14 1 1 1 1 1 2 10 1 1 10 4 8 |1 1 1 1 12 14 3 1 15 1 1 1 4 1 8 3 |1 1 4 1 1 1 1 1 2 15 1 1 1 9 1 6 |7 1 2 2 1 1 1 16 1 4 8 1 1 1 2 1 |1 5 1 7 1 2 1 5 1 1 2 1 1 1 1 8 |
92: 9 1 1 8 5 1 1 2 1 1 1 1 1 1 6 1 |3 1 9 1 4 4 1 1 1 1 1 1 3 1 11 1 |1 1 9 1 1 9 15 7 2 1 1 5 1 1 1 2 |1 1 1 5 1 5 2 1 10 1 1 1 10 8 1 11 |1 9 1 1 5 7 8 1 1 1 1 1 1 1 11 1 |1 1 4 1 5 10 1 1 1 1 14 1 1 1 1 1 |1 10 9 1 1 1 1 4 1 1 1 11 1 3 1 8 |1 1 9 14 1 1 1 1 1 2 10 1 1 10 4 8 |1 1 1 1 12 14 3 1 15 1 1 1 4 1 8 3 |1 1 4 1 1 1 1 1 2 15 1 1 1 9 1 6 |7 1 2 2 1 1 1 16 1 4 8 1 1 1 2 1 |1 5 1 7 1 2 1 5 1 1 2 1 1 1 1 8 |
103: 1 1 1 1 5 9 3 1 1 1 1 1 1 1 9 1 |1 1 8 1 4 2 1 1 1 1 1 1 1 1 13 1 |1 1 8 1 1 4 13 7 3 1 9 1 1 1 1 1 |1 1 1 1 1 1 1 1 7 8 1 1 1 7 1 8 |1 8 1 1 1 8 1 1 1 1 1 1 12 1 12 10 |1 1 4 1 5 10 1 1 1 1 14 1 1 1 1 1 |1 10 9 1 1 1 1 4 1 1 1 11 1 3 1 8 |1 1 9 14 1 1 1 1 1 2 10 1 1 10 4 8 |1 1 1 1 12 14 3 1 15 1 1 1 4 1 8 3 |1 1 4 1 1 1 1 1 2 15 1 1 1 9 1 6 |7 1 2 2 1 1 1 16 1 4 8 1 1 1 2 1 |1 5 1 7 1 2 1 5 1 1 2 1 1 1 1 8 |
114: 1 1 1 1 5 9 3 1 1 1 1 1 1 1 9 1 |1 1 8 1 4 2 1 1 1 1 1 1 1 1 13 1 |1 1 8 1 1 4 13 7 3 1 9 1 1 1 1 1 |1 1 1 1 1 1 1 1 7 8 1 1 1 7 1 8 |1 8 1 1 1 8 1 1 1 1 1 1 12 1 12 10 |1 1 3 1 5 1 1 1 1 1 11 1 9 1 1 1 |1 9 2 14 1 1 1 7 1 1 1 12 1 1 1 1 |1 1 10 14 1 2 1 14 1 1 15 1 1 14 1 1 |1 1 1 1 1 8 10 4 1 1 1 1 11 1 2 1 |1 1 4 1 1 1 5 11 1 1 1 7 1 7 1 2 |1 1 3 1 1 1 1 15 2 1 1 1 1 1 1 1 |1 1 1 2 1 9 1 1 1 2 16 1 1 4 1 1 |
125: 1 1 1 1 5 9 3 1 1 1 1 1 1 1 9 1 |1 1 8 1 4 2 1 1 1 1 1 1 1 1 13 1 |1 1 8 1 1 4 13 7 3 1 9 1 1 1 1 1 |1 1 1 1 1 1 1 1 7 8 1 1 1 7 1 8 |1 8 1 1 1 8 1 1 1 1 1 1 12 1 12 10 |1 1 3 1 5 1 1 1 1 1 11 1 9 1 1 1 |1 9 2 14 1 1 1 7 1 1 1 12 1 1 1 1 |1 1 10 14 1 2 1 14 1 1 15 1 1 14 1 1 |1 1 1 1 1 8 10 4 1 1 1 1 11 1 2 1 |1 1 4 1 1 1 5 11 1 1 1 7 1 7 1 2 |1 1 3 1 1 1 1 15 2 1 1 1 1 1 1 1 |1 1 1 2 1 9 1 1 1 2 16 1 1 4 1 1 |
136: 1 1 1 1 9 6 2 1 1 4 1 1 1 4 7 1 |1 1 9 1 3 1 1 1 1 1 1 2 1 1 11 1 |1 1 8 1 1 8 12 5 6 1 6 7 1 1 1 1 |1 1 1 3 1 1 1 1 6 8 1 1 1 7 1 10 |1 1 1 1 1 10 8 1 1 1 1 1 12 1 7 7 |1 1 3 1 5 1 1 1 1 1 11 1 9 1 1 1 |1 9 2 14 1 1 1 7 1 1 1 12 1 1 1 1 |1 1 10 14 1 2 1 14 1 1 15 1 1 14 1 1 |1 1 1 1 1 8 10 4 1 1 1 1 11 1 2 1 |1 1 4 1 1 1 5 11 1 1 1 7 1 7 1 2 |1 1 3 1 1 1 1 15 2 1 1 1 1 1 1 1 |1 1 1 2 1 9 1 1 1 2 16 1 1 4 1 1 |
146: 1 1 1 1 9 6 2 1 1 4 1 1 1 4 7 1 |1 1 9 1 3 1 1 1 1 1 1 2 1 1 11 1 |1 1 8 1 1 8 12 5 6 1 6 7 1 1 1 1 |1 1 1 3 1 1 1 1 6 8 1 1 1 7 1 10 |1 1 1 1 1 10 8 1 1 1 1 1 12 1 7 7 |1 1 1 1 6 10 1 1 1 1 13 1 10 1 1 1 |1 5 9 1 1 1 1 8 1 6 9 7 1 1 1 1 |1 1 1 5 1 1 1 15 1 1 14 1 1 6 1 1 |3 2 1 1 2 13 10 11 3 8 6 1 1 1 8 4 |1 1 5 1 1 6 1 14 9 12 1 5 1 7 1 7 |1 1 1 1 1 1 1 15 5 6 11 3 1 2 2 1 |1 6 1 7 1 1 1 13 1 2 15 1 2 10 1 2 |
157: 1 1 1 1 9 6 2 1 1 4 1 1 1 4 7 1 |1 1 9 1 3 1 1 1 1 1 1 2 1 1 11 1 |1 1 8 1 1 8 12 5 6 1 6 7 1 1 1 1 |1 1 1 3 1 1 1 1 6 8 1 1 1 7 1 10 |1 1 1 1 1 10 8 1 1 1 1 1 12 1 7 7 |1 1 1 1 6 10 1 1 1 1 13 1 10 1 1 1 |1 5 9 1 1 1 1 8 1 6 9 7 1 1 1 1 |1 1 1 5 1 1 1 15 1 1 14 1 1 6 1 1 |3 2 1 1 2 13 10 11 3 8 6 1 1 1 8 4 |1 1 5 1 1 6 1 14 9 12 1 5 1 7 1 7 |1 1 1 1 1 1 1 15 5 6 11 3 1 2 2 1 |1 6 1 7 1 1 1 13 1 2 15 1 2 10 1 2 |
168: 1 1 1 6 4 7 8 4 1 1 1 4 1 1 9 1 |1 1 1 1 5 1 2 1 1 1 1 10 1 4 10 1 |1 1 8 1 3 7 5 1 1 1 2 6 1 1 1 1 |1 1 1 1 1 1 1 1 7 1 1 1 1 8 1 9 |1 1 1 1 1 10 8 1 1 1 1 1 12 1 7 7 |1 1 1 1 6 10 1 1 1 1 13 1 10 1 1 1 |1 5 9 1 1 1 1 8 1 6 9 7 1 1 1 1 |1 1 1 5 1 1 1 15 1 1 14 1 1 6 1 1 |3 2 1 1 2 13 10 11 3 8 6 1 1 1 8 4 |1 1 5 1 1 6 1 14 9 12 1 5 1 7 1 7 |1 1 1 1 1 1 1 15 5 6 11 3 1 2 2 1 |1 6 1 7 1 1 1 13 1 2 15 1 2 10 1 2 |
180: 1 1 1 6 4 7 8 4 1 1 1 4 1 1 9 1 |1 1 1 1 5 1 2 1 1 1 1 10 1 4 10 1 |1 1 8 1 3 7 5 1 1 1 2 6 1 1 1 1 |1 1 1 1 1 1 1 1 7 1 1 1 1 8 1 9 |1 1 1 1 1 11 8 1 1 1 1 1 11 1 11 1 |1 1 1 1 1 11 1 3 1 1 1 1 10 1 1 1 |1 3 8 1 1 1 1 9 1 1 1 10 1 1 1 1 |6 1 4 15 1 10 1 14 1 1 14 1 1 17 1 8 |1 1 1 1 12 15 10 5 1 7 3 1 14 1 8 3 |1 1 6 1 1 1 1 9 1 14 1 6 1 1 1 6 |6 1 1 1 9 1 1 15 1 1 12 5 1 1 1 1 |1 6 1 7 1 1 1 13 1 2 15 1 2 10 1 2 |
191: 1 1 1 6 4 7 8 4 1 1 1 4 1 1 9 1 |1 1 1 1 5 1 2 1 1 1 1 10 1 4 10 1 |1 1 8 1 3 7 5 1 1 1 2 6 1 1 1 1 |1 1 1 1 1 1 1 1 7 1 1 1 1 8 1 9 |1 1 1 1 1 11 8 1 1 1 1 1 11 1 11 1 |1 1 1 1 1 11 1 3 1 1 1 1 10 1 1 1 |1 3 8 1 1 1 1 9 1 1 1 10 1 1 1 1 |6 1 4 15 1 10 1 14 1 1 14 1 1 17 1 8 |1 1 1 1 12 15 10 5 1 7 3 1 14 1 8 3 |1 1 6 1 1 1 1 9 1 14 1 6 1 1 1 6 |6 1 1 1 9 1 1 15 1 1 12 5 1 1 1 1 |1 1 1 1 1 14 4 1 1 1 5 1 1 4 1 1 |
202: 1 1 1 1 1 1 1 13 1 1 1 6 1 1 1 1 |1 1 1 1 6 1 1 1 1 1 1 12 1 1 1 1 |1 1 8 1 3 1 11 8 6 1 4 9 1 1 1 1 |1 1 1 1 1 5 6 1 6 6 1 1 1 5 1 12 |1 1 1 1 6 1 1 1 1 1 1 1 10 1 12 7 |1 1 2 1 7 18 1 7 1 1 1 1 8 1 1 1 |1 3 8 1 1 1 1 9 1 1 1 10 1 1 1 1 |6 1 4 15 1 10 1 14 1 1 14 1 1 17 1 8 |1 1 1 1 12 15 10 5 1 7 3 1 14 1 8 3 |1 1 6 1 1 1 1 9 1 14 1 6 1 1 1 6 |6 1 1 1 9 1 1 15 1 1 12 5 1 1 1 1 |1 1 1 1 1 14 4 1 1 1 5 1 1 4 1 1 |
213: 1 1 1 1 1 1 1 13 1 1 1 6 1 1 1 1 |1 1 1 1 6 1 1 1 1 1 1 12 1 1 1 1 |1 1 8 1 3 1 11 8 6 1 4 9 1 1 1 1 |1 1 1 1 1 5 6 1 6 6 1 1 1 5 1 12 |1 1 1 1 6 1 1 1 1 1 1 1 10 1 12 7 |1 1 2 1 7 18 1 7 1 1 1 1 8 1 1 1 |1 4 3 4 1 1 1 7 1 4 1 11 1 1 1 1 |10 1 3 15 1 1 2 12 1 1 9 1 1 13 2 8 |1 1 1 1 1 14 11 4 1 1 1 1 9 1 8 3 |1 1 1 1 2 3 1 14 2 16 1 1 1 4 1 1 |8 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 |1 1 1 1 1 1 1 1 1 1 17 1 1 4 1 1 |
224: 1 1 1 1 1 1 1 13 1 1 1 6 1 1 1 1 |1 1 1 1 6 1 1 1 1 1 1 12 1 1 1 1 |1 1 8 1 3 1 11 8 6 1 4 9 1 1 1 1 |1 1 1 1 1 5 6 1 6 6 1 1 1 5 1 12 |1 1 1 1 6 1 1 1 1 1 1 1 10 1 12 7 |1 1 2 1 7 18 1 7 1 1 1 1 8 1 1 1 |1 4 3 4 1 1 1 7 1 4 1 11 1 1 1 1 |10 1 3 15 1 1 2 12 1 1 9 1 1 13 2 8 |1 1 1 1 1 14 11 4 1 1 1 1 9 1 8 3 |1 1 1 1 2 3 1 14 2 16 1 1 1 4 1 1 |8 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 |1 1 1 1 1 1 1 1 1 1 17 1 1 4 1 1 |
235: 1 1 1 7 1 1 1 1 1 1 1 4 1 1 7 1 |1 1 3 1 1 5 1 1 1 1 1 11 1 1 10 1 |1 1 6 1 1 7 13 1 5 1 7 9 1 1 1 3 |1 1 1 1 1 5 6 1 6 6 1 1 1 5 1 12 |1 1 1 1 6 1 1 1 1 1 1 1 10 1 12 7 |1 1 2 1 7 18 1 7 1 1 1 1 8 1 1 1 |1 4 3 4 1 1 1 7 1 4 1 11 1 1 1 1 |10 1 3 15 1 1 2 12 1 1 9 1 1 13 2 8 |1 1 1 1 1 14 11 4 1 1 1 1 9 1 8 3 |1 1 1 1 2 3 1 14 2 16 1 1 1 4 1 1 |8 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 |1 1 1 1 1 1 1 1 1 1 17 1 1 4 1 1 |
245: 1 1 1 7 1 1 1 1 1 1 1 4 1 1 7 1 |1 1 3 1 1 5 1 1 1 1 1 11 1 1 10 1 |1 1 6 1 1 7 13 1 5 1 7 9 1 1 1 3 |1 1 1 1 1 1 1 1 8 5 1 1 1 6 1 9 |1 1 1 1 1 7 6 1 1 1 1 1 11 1 10 9 |1 1 2 1 6 8 1 1 1 1 14 1 9 1 1 1 |1 5 8 5 1 1 1 9 1 1 1 11 1 1 1 1 |1 1 5 12 1 3 7 15 1 1 10 1 1 12 1 1 |1 1 1 1 12 14 1 4 2 1 1 1 10 1 1 1 |1 1 1 1 1 1 5 11 1 12 1 5 1 9 1 9 |8 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 |1 1 1 1 1 1 1 1 1 1 17 1 1 4 1 1 |
